"Application Date","Record Number","Record Type","Address","Status","Project Name","Description","Expiration Date","Kiva Hist T #",
"08/02/2020","BLD2020080014","Residential Pool Deck","409 SW ASHBY LN, PALM CITY FL 34990-1760","Closed-Cancelled","Paver Deck","New Paver deck with equpotential bonding grid.  Pavers to be 1"" thick over existing concrete deck and partially over crushed rock for a total of 700 sq ft",,,
"07/24/2020","BLD2020071575","Residential Pool Deck","8665 SE PINEHAVEN AVE, HOBE SOUND FL 33455","Closed-Certificate Issued","Pool/Patio Paver Deck Install","Pool/Patio Paver Deck Install",,,
"07/03/2020","BLD2020070237","Residential Pool Deck","3524 SE FAIRWAY EAST, STUART FL 34997-6114","Closed-Certificate Issued","Dell Paver Replacement","Remove existing pavers on patio and around pool and replace with new, no changes to coping on pool.",,,
"06/17/2020","BLD2020061184","Residential Pool Deck","1291 NE LANGFORD LN, JENSEN BEACH FL 34957","Closed-Certificate Issued","Lot 29 Pool Deck","Pool deck for new pool/residential home.  material will be sandblasted marble, sand set.",,,
"06/04/2020","BLD2020060326","Residential Pool Deck","4135 SE JIB LN, STUART FL 34997-6179","Closed-Certificate Issued","Braslasky Residence","Replace the 2 existing wood decks with pavers. Overlay existing concrete pool deck/covered area with 1"" pavers.Replace existing paver walkway with new pavers.Proposed paver area highlighted in yellow.",,,
"06/04/2020","BLD2020060322","Residential Pool Deck","1489 SW DYER POINT RD, PALM CITY FL 34990-1717","Closed-Certificate Issued","Lepping Residence","Replace existing pavers around pool. Remove the wood deck & replace with pavers.",,,
"05/27/2020","BLD2020051436","Residential Pool Deck","5504 SW BELLFLOWER CT, PALM CITY FL 34990","Closed-Certificate Issued",,"Pool deck extension   350 sq. ft. of pool deck extension on existing pool replacement of white hardscape rock per travertine pavers in sand set base",,,
"04/22/2020","BLD2020041011","Residential Pool Deck","4375 SW STONEYBROOK WAY, PALM CITY FL 34990-5636","Closed-Certificate Issued",,"PERMIT RENEWED 12-22-20 (6 MONTHS)*SUB PERMIT TO BLD 2020010410*   INSTALL APPROX. 3,375 SQ FT of 1 1/4"" TRAVERTINE PAVERS ON A BASE 4"" CRUSHED CONCRETE. INSTALL 174 LN FT OF TRAVERTINE COPING.",,,
"03/18/2020","BLD2020030923","Residential Pool Deck","8136 SE WINDJAMMER WAY, HOBE SOUND FL 33455-3966","Closed-Certificate Issued","Paver Deck","Existing Paver Deck (800 sq ft) to be removed and disposed of.  Equipotential bond to be connected to 4 points of pool and ran to pool equipment.  New travertine deck set in place at same elevation of existing.",,,
"02/24/2020","BLD2020021200","Residential Pool Deck","5811 SW PEACH PALM PL, PALM CITY FL 34990","Closed-Certificate Issued","Perino Pool Deck","Travertine pool deck Installed by owner",,,
"02/18/2020","BLD2020020879","Residential Pool Deck","7904 SE OLD PLANTATION CIR, JUPITER FL 33458","Closed-Certificate Issued","Marino","Installation of paver pool deck",,,
"02/14/2020","BLD2020020654","Residential Pool Deck","7240 SW HARBOR COVE DR, STUART FL 34997","Closed-Certificate Issued",,"***gate code #8322HOMEOWNER HAD EXISTING PAVERS. I AM PUTTING TRAVERTINE DECK MATERIAL THAT IS 1' THICK OVER TOP OF PAVERS. I WILL BE PLACING A MONOEQUIPOTENTIAL BOND CONNECTED TO 4 POINTS OF THE REBAR ON POOL AND RUNNING TO EQUIPMENT. EXISTING HOUSE FLOOR ELEVATION IS 5' ABOVE POOL DECK. ADDING ONLY 1 1/2"" TP 2"" WITH NEW PAVERS.",,,
"01/15/2020","BLD2020010577","Residential Pool Deck","1494 SW EGRET WAY, PALM CITY FL 34990-4232","Closed-Cancelled","Myskowski","Remove existing wooden deck and replace it with pavers. Roughly 1,700 Sq Ft",,,
"01/13/2020","BLD2020010447","Residential Pool Deck","9 SE SADDLE BACK RD, TEQUESTA FL 33469-1512","Closed-Certificate Issued","Housen Res Pool Deck","New pool deck for new pool Pool permit # BLD2019071550",,,
"01/06/2020","BLD2020010171","Residential Pool Deck","1832 NE CRABTREE LN, JENSEN BEACH FL 34957-6711","Closed-Certificate Issued",,"EXISTING DECK - 1200 SQUARE FEET.   PUTTING A MONOEQUIPOTENTIAL BOND ON EXISTING CONCRETE DECK AND PLACING 18 X18 PAVERS OVER EXISTING CONCRETE DECK. FINDING 4 POINTS AROUND POOL AREA REBAR & CONNECT WIRES WITH  OB CLAMPS & CONNECT TO EQUIPMENT.",,,
"12/06/2019","BLD2019120301","Residential Pool Deck","4396 SE COVENTRY LN, STUART FL 34997-5691","Closed-Certificate Issued","Rowling Pool Deck","Remove existing brick paver pool deck and replace with new brick pavers. Add an additional 12'x13' area as described on survey. Install 12""x12"" footer with 2 #5 rebar in perimeter of 12'x13 addition for future screen enclosure.",,,
"11/13/2019","BLD2019110503","Residential Pool Deck","17801 SE FEDERAL HWY, TEQUESTA FL 33469-1747","Closed-Certificate Issued","Pool deck and patio","Construct pool deck and contiguous patio out of impervious material",,,
"10/16/2019","BLD2019100816","Residential Pool Deck","5714 SE HORSESHOE POINT RD, STUART FL 34997-2415","Expired",,"concrete pool deck  610 sq ft   4""",,,
"09/25/2019","BLD2019091109","Residential Pool Deck","3813 SE OLD ST LUCIE BLVD, STUART FL 34996-5159","Closed-Certificate Issued",,"Install 1,00 ft. travertine pavers",,,
"09/20/2019","BLD2019090864","Residential Pool Deck","8245 SE COUNTRY ESTATES WAY, JUPITER FL 33458","Closed-Certificate Issued","Harney Pool Deck","Remove existing pool deck pavers and replace with new sand based pavers. Install new 6' x 12"" sand based paver pad.",,,
"09/06/2019","BLD2019090163","Residential Pool Deck","940 SW CANOE CREEK TER, PALM CITY FL 34990","Closed-Certificate Issued","Ryan McCain","Install pavers over pool deck",,,
"08/26/2019","BLD2019081227","Residential Pool Deck","4122 SW ST LUCIE LN, PALM CITY FL 34990-3830","Closed-Certificate Issued","Tran","Install 12""x12"" footer with 2 number 5 rebar for future screen enclosure and install new brick pavers around pool deck in the highlighted area.",,,
"08/20/2019","BLD2019080923","Residential Pool Deck","8185 SE OLD PLANTATION CIR, JUPITER FL 33458","Closed-Certificate Issued",,"pool deck  concrete slab",,,
"07/26/2019","BLD2019071325","Residential Pool Deck","7057 SW WEDELIA TER, PALM CITY FL 34990-8312","Closed-Certificate Issued",,"GATE CODE 5678#Paver Pool Deck Approx 1500 SF",,,
"06/25/2019","BLD2019061172","Residential Pool Deck","8620 SE HARBOUR ISLAND WAY, JUPITER FL 33458-1128","Closed-Certificate Issued","Caramagna Pool Deck","Remove existing pavers. Install new pavers over concrete pool deck. Remove sod, install pavers for small pool deck extension.",,,
"03/06/2019","BLD2019030217","Residential Pool Deck","1258 SE BREWSTER PL, STUART FL 34997-5610","Waiting on Applicant",,"POOL DECK TAKE OLD PAVERS OUT AND SET NEW CONCRETE BRICK PAVER SAME DIMENSION.",,,
"02/25/2019","BLD2019021070","Residential Pool Deck","2012 SW RACQUET CLUB DR, PALM CITY FL 34990-2302","Closed-Certificate Issued",,"REMOVE WOOD DECK AROUND POOL AND REPLACE WITH CONCRETE",,,
"02/21/2019","BLD2019020925","Residential Pool Deck","10869 SE LINDEN ST, TEQUESTA FL 33469-1629","Expired",,"INSTALL SAND PAVERS AROUND POOL TO BE THE DECK",,,
"02/19/2019","BLD2019020810","Residential Pool Deck","1121 SW PINE TREE LN, PALM CITY FL 34997-7027","Issued","Schmit Pool Deck Replacement","PERMIT RENEWED 5-17-21 (90 DAYS)Replace existing pool deck.",,,
"12/14/2018","BLD2018120579","Residential Pool Deck","17320 SE CONCH BAR AVE, TEQUESTA FL 33469-1706","Closed Conditionally","Coffey Pool Deck","Remove existing paver pool deck, replace with new pavers. Install pavers on existing concrete areas around pool deck. Remove pavers around spa, homeowner to replace with grass.",,,
"11/27/2018","BLD2018110976","Residential Pool Deck","2098 SW TRAILSIDE PATH, STUART FL 34997","Closed-Certificate Issued","Mark Spirtis Residence- Pool Deck","Install 3.000 SF of brick pavers on pool deck (per drawing attached)",,,
"10/22/2018","BLD2018101030","Residential Pool Deck","19134 SE JUPITER RIVER DR, JUPITER FL 33458-1024","Closed-Certificate Issued",,"Remove rear cracked concrete deck and replace   Install new tile on pool  new diamond brite in pool",,,
"10/16/2018","BLD2018100790","Residential Pool Deck","9202 SE YARDARM TER, HOBE SOUND FL 33455-3211","Closed-Certificate Issued","Pool Deck/Patio","Add 945 square feet of sand-set Travertine pavers for deck between pool and house.  Deck will connect with existing covered back porch.  Travertine is at least 25ft away from seawall and landscape architect estimated the total impervious area as shown on attached landscape plan to be 6,524SF, which is 49% of the total lot coverage.",,,
"09/19/2018","BLD2018090775","Residential Pool Deck","4066 SE HENLEY LN, STUART FL 34997-5670","Closed-Certificate Issued","Hornbeck/Pool Specialist","remove existing pool pavers and replace with new pavers",,,
"09/14/2018","BLD2018090545","Residential Pool Deck","5935 SW BALD EAGLE DR, PALM CITY FL 34990","Closed-Certificate Issued","Pool Specialist","Remove existing paver pool deck and replace with new paver deck extending rear deck area out 10'.",,,
"09/12/2018","BLD2018090440","Residential Pool Deck","2248 NE ROSE WALK TER, STUART FL 34996-2913","Closed-Certificate Issued","Boosinger Residence","removing existing pavers . installation of new 1 1/4"" travertine pavers over existing concrete  approx 2100 sqft",,,
"08/09/2018","BLD2018080517","Residential Pool Deck","3811 SW CANOE CREEK TER, PALM CITY FL 34990-1362","Closed-Certificate Issued","A SUPERIOR/SINDONE - PAVER POOL DECK","INSTALLATION OF 1,183 SF PAVER POOL DECK",,,
"08/08/2018","BLD2018080456","Residential Pool Deck","19203 SE JUPITER RIVER DR, JUPITER FL 33458-1023","Closed-Certificate Issued","Pickett Residence","install Paver Pool Deck approx 3600 sqft. (pavers only, no concrete)",,,
"08/07/2018","BLD2018080329","Residential Pool Deck","8255 SE OLD PLANTATION CIR, JUPITER FL 33458","Closed-Certificate Issued","CAL ATLANTIC LOT 106","SWIMMING POOL WITH PAVER DECK",,,
"07/17/2018","BLD2018070876","Residential Pool Deck","2554 NW WIDE RIVER CV, STUART FL 34994","Closed-Certificate Issued","Carder Deborah","Installation of gunite pool with deck.",,,
"07/13/2018","BLD2018070711","Residential Pool Deck","2083 SW SPOONBILL DR, PALM CITY FL 34990-4641","Closed-Certificate Issued",,"PERMIT RENEWED ON 04/15/2019 FOR (6 MONTHS) 8"" x 12"" footer with 2 #5 Rebar Rods continuous with 2 #8 ground wires under existing pool deck",,,
"07/10/2018","BLD2018070461","Residential Pool Deck","82 SE TURTLE CREEK DR, TEQUESTA FL 33469-1508","Closed-Certificate Issued",,"Add sun shelf, beach seat and raised wall to exiting pool. Install pavers over existing concrete deck and extend deck on west side.",,,
"06/18/2018","BLD2018061001","Residential Pool Deck","18960 SE REACH ISLAND LN, JUPITER FL 33458-1114","Closed Conditionally","Hardy Pool Deck","Remove and replace 1,400 Sq. Ft. of existing pavers with new pavers. Extend pool deck 400 Sq. Ft. with new pavers. Install stepping stones.",,,
"06/10/2018","BLD2018060532","Residential Pool Deck","10877 SE HOBART ST, TEQUESTA FL 33469-1671","Closed-Certificate Issued","Pool Deck","PERMIT RENEWED ON 04/02/2019 FOR (6 MONTHS)Concrete Pool Deck",,,
"05/16/2018","BLD2018050987","Residential Pool Deck","18894 SE JUPITER RIVER DR, JUPITER FL 334581012","Closed-Certificate Issued","John Burke","replace existing pavers with travertine - same configuration",,,
"05/13/2018","BLD2018060620","Residential Pool Deck","5600 SW WILDERNESS WAY, INDIANTOWN FL 34956","Closed Conditionally","Inground Swimming Pool Deck Only","We are hiring Flamingo Pools to install our inground swimming pool and Coral Concrete will be installing the concrete deck around the swimming pool.    Concrete Details: 3,000 PSI Concrete, 4 inches deep, Wire Mesh Reinforcement, 8 inch x 12 inch outer deck- on #5 Steel Thickened Edge on the perimeter of the concrete deck.",,,
"05/11/2018","BLD2018050697","Residential Pool Deck","663 SW RIVER CT, PALM CITY FL 34990-2011","Closed Conditionally",,"REMOVE EXISTING- REMOVE & REPLACE CONCRETE POOL DECK",,,
"04/13/2018","BLD2018040975","Residential Pool Deck","7480 SE RAVISSANT DR, STUART FL 34997","Closed-Certificate Issued",,"DECKING IN THE BACKYARD (DECK)  4/23/2018 - Per conversation with customer, this will be a paver deck  Pool permitted separately: BLD2018020191",,,
"03/02/2018","BLD2018030125","Residential Pool Deck","19127 SE DANIEL LN, TEQUESTA FL 33469-1616","Closed-Certificate Issued",,"install brick paver-pool deck",,,
"02/01/2018","BPDKT209493","Residential Pool Deck","2732 NW HOWARD CREEK LN, STUART FL 34994","Void",,"construct new 16' x 23' upland deck' flus w/ pool deck   construct new 5' x 55' upland walkway around pool on top of existing retaining wall",,"T209493",
"01/24/2018","BPDK2018020044","Residential Pool Deck","5503 SW CORAL TREE LN, PALM CITY FL 34990-8535","OPEN",,"install of a concrete paver brick pool deck",,"T209099",
"01/08/2018","BPDK2018020681","Residential Pool Deck","2521 SW RACQUET CLUB DR, PALM CITY FL 34990-2304","OPEN",,"remove existing concrete pool deck and replace with pavers-  extend pool deck with paver",,"T208365",
"01/08/2018","BPDK2018011081","Residential Pool Deck","2421 SW RACQUET CLUB DR, PALM CITY FL 34990-2610","Closed-Certificate Issued",,"pool deck addition 8' x 59' 4"" deep  3000 psi pump mix with wire mesh  8"" x 8"" thicken edge w 1 # 5 bar steel.  broom finish sawed control joints 472 sq ft",,"T208383",
"12/11/2017","BPDK2018010626","Residential Pool Deck","4929 SW LAKE GROVE CIR, PALM CITY FL 34990-8506","Closed-Certificate Issued",,"new pool deck addition Pool deck only - driveway T207306",,"T207307",
"10/12/2017","BPDK2017110196","Residential Pool Deck","5681 SE WINGED FOOT DR, STUART FL 34997-8643","Closed-Certificate Issued",,"PAVER DECK TO REPLACE EXISTING POOL DECK",,"T204527",
"08/08/2017","BPDKT201988","Residential Pool Deck","18211 SE ISLAND DR, TEQUESTA FL 33469-8127","OPEN",,"installation of 24""x24"" stone pavers set on a base of compacted 4"" crushed rock with 1 1/2"" of bedding sand. as per attatched plan.",,"T201988",
"07/06/2017","BPDK2017081264","Residential Pool Deck","4618 SW LONG BAY DR, PALM CITY FL 34990-8807","OPEN",,"install a travertine paver pool deck around previously permitted pool, pool permitted by A&G concrete pools pavers are owner installed",,"T200511",
"05/29/2017","BPDK2017061365","Residential Pool Deck","1387 SW PENINSULA LN, PALM CITY FL 34990-1936","DONE",,"REPAIR SECTION OF CONCRETE POOL DECK APPROX. 200 SF.",,"T198641",
"04/12/2017","BPDK2017060692","Residential Pool Deck","762 SW FALCON ST, PALM CITY FL 34990-4025","DONE",,"Pool Deck, 4"" concrete slab with brick pavers on top.   pool permit T194810",,"T196325",
"03/15/2017","BPDK2017050373","Residential Pool Deck","2760 SW BEAR PAW TRL, PALM CITY FL 34990-7942","OPEN",,"PERMIT RENEWED 12-12-17 (6 MONTHS) install sand set travertine pavers around pool (1,062sqft)",,"T195045",
"03/08/2017","BPDK2017071033","Residential Pool Deck","2990 SW CORNELL AVE, PALM CITY FL 34990-2956","DONE",,"REMOVE EXISTING PAVER POOL DECK  REPLACE WITH 4"" THICK CONCRETE  3000PSI  SAME DIMENSIONS AS EXISTING DECK    INSTALL CONCRETE WALKWAY FROM POOL DECK TO FRONT OF HOME  3000PSI  4"" THICK  3' X 60'",,"T194752",
"02/22/2017","BPDK2017080872","Residential Pool Deck","9662 SE HIGHBORNE WAY, HOBE SOUND FL 33455","OPEN",,"install paver patio around swimming pool permit tracking #T194013",,"T194116",
"02/08/2017","BPDK2017021030","Residential Pool Deck","1444 SE ST LUCIE BLVD, STUART FL 34996-1333","DONE",,"REmove and replace pool deck (same foot print see survey)",,"T193564",
"01/20/2017","BPDK2017030366","Residential Pool Deck","9364 SE COVE POINT ST, TEQUEST FL 33469","DONE",,"Pool deck see survey attached   Master permit BSFR 2016051034",,"T192796",
"01/18/2017","BPDK2017020318","Residential Pool Deck","5025 SW MELROSE CT, PALM CITY FL 34990-7912","DONE",,"remove existing paver decking and install new pavers to same area no change in pavered area size",,"T192686",
"01/18/2017","BPDK2017020643","Residential Pool Deck","19001 SE OUTRIGGER LN, JUPITER FL 33458-1083","DONE",,"Install french pattern travertine marble over the concrete on pool deck on sand set.",,"T192657",
"01/17/2017","BPDK2017010973","Residential Pool Deck","6120 SE MARINER SANDS DR, STUART FL 34997-8715","Closed-Certificate Issued",,"PERMIT RENEWED 09-13-17 (6 MONTHS) pool deck travertine installation to replace existing Chatahoochee (paver permit)",,"T192642",
"12/28/2016","BPDK2017020085","Residential Pool Deck","2645 NW SOUTH SHORE RD, STUART FL 34994","DONE",,"DISPOSE EXISTING CONCRETE AND REPLACE WITH NEW STAMPED (BROOM FINISH) CONCRETE FOR PATIO/POOL DECK. 4' THICK CONCRETE WITH 6X6 10/10 WWM BROOM FINISH.  (2500 min. psi concrete.)   NEW DOCK WALL -INSTALL NEW STAMPED CONCRETED -4' THICK WITH 6X6 10/10 WWM COLOR BROADCAST WITH SEALER 3' WIDE WALKWAY.",,"T191996",
"12/02/2016","BPDKT191126","Residential Pool Deck","2585 SE STONEBRIAR WAY, STUART FL 34997","Closed-Cancelled",,"PERMIT EXTENDED ON JULY 5, 2017 FOR 90 DAYS extend pavers on pool deck",,"T191126",
"12/02/2016","BLD2018080067","Residential Pool Deck","2585 SE STONEBRIAR WAY, STUART FL 34997","Permit Issued",,"PERMIT EXTENDED ON JULY 5, 2017 FOR 90 DAYS extend pavers on pool deck",,"T191126",
"11/30/2016","BPDK2016120570","Residential Pool Deck","7918 SE HERITAGE BLVD, HOBE SOUND FL 33455-5304","DONE",,"INSTALLATION OF PAVER DECK EXTENSION",,"T190960",
"11/29/2016","BPDK2016120305","Residential Pool Deck","6380 SE WINGED FOOT DR, STUART FL 34997-8656","DONE",,"paver deck addition to existing swimming pool",,"T190892",
"11/22/2016","BPDK2016120552","Residential Pool Deck","4811 SW PARKGATE BLVD, PALM CITY FL 34990-4416","DONE",,"INSTALL PAVER POOL DECK",,"T190728",
"11/01/2016","BPDK2017020694","Residential Pool Deck","98 SW RIVERWAY BLVD, PALM CITY FL 34990-4238","DONE",,"INSTALLATION OF PAVER DECK APPROX 6000 SQFT",,"T189944",
"10/14/2016","BPDK2016111029","Residential Pool Deck","2704 SW BEAR PAW TRL, PALM CITY FL 34990-7942","DONE",,"remove old damaged pavers from existing pool deck replace with updated paver- increase pool deck to go under tiki hut (existing)",,"T189279",
"10/14/2016","BPDK2017060956","Residential Pool Deck","3871 SE FAIRWAY WEST, STUART FL 34997-6039","DONE",,"existing back patio pavers to be pulled for leveling and to be installed back to original location, as detailed on survey cred around pool pavers to be pulled and 2"" decorative sea glass w/ 5000 psi concrete over chattahoochee patio, existing screeing enclosure to stay with screen sub-contractor to replace bottom track rusting.",,"T189263",
"10/13/2016","BPDK2016120452","Residential Pool Deck","1975 SE ST LUCIE BLVD, STUART FL 34996-4232","DONE",,"remove existing paver pool deck and replace and enlarge the pool deck, adding a sidewalk from the pool deck to the dock, 3000 psi 4"" concrete with fiber the permiter of the pool deck will have a 8 x8 footer with one #5 rebar for future screen room.",,"T189227",
"09/01/2016","BPDK2016100496","Residential Pool Deck","5072 SW SENSATION ST, PALM CITY FL 34990","DONE",,"deck pavers set on sand and footers",,"T187725",
"08/04/2016","BPDKT186573","Residential Pool Deck","8721 SW FOX BROWN RD, INDIANTOWN FL 34956","CNCL",,"install deck around pool inside house.  swimming pool being done by contractor under permit # 186562.",,"T186573",
"08/02/2016","BPDK2016080683","Residential Pool Deck","6163 SE ORANGE BLOSSOM TRL, HOBE SOUND FL 33455-7532","DONE",,"replace existing deck around pool and adding porch deck",,"T186487",
"07/13/2016","BPDK2016080160","Residential Pool Deck","4612 SW BRANCH TER, PALM CITY FL 34990-2238","DONE",,"*34 x 41ft. concrete slab (1/2 court basketball)  * extension onto current pool deck",,"T185622",
"06/24/2016","BPDK2016071031","Residential Pool Deck","6938 SE HARBOR CIR, STUART FL 34996-1915","EXP",,"PERMIT RENEWED 2-7-2017 (6 MONTHS) existing deck demo/ new paver deck",,"T184851",
"06/17/2016","BPDK2016070147","Residential Pool Deck","18127 SE OLD TRAIL DR, JUPITER FL 33478","DONE",,"replace pool deck with concrete",,"T184573",
"05/23/2016","BPDK2016061016","Residential Pool Deck","10433 SE BANYAN WAY, TEQUESTA FL 33469-1419","DONE",,"pool deck pavers and summer kitchen, NO ELECTRIC OR PLUMBING",,"T183461",
"05/05/2016","BPDKT182673","Residential Pool Deck","2483 SW BRIDGEVIEW TER, PALM CITY FL 34990-1441","CNCL",,"REOMVE EXITING PAVER AND REPLACE THEM WITH TRAVERTINE PAVERS.PAVER ARE TO BE INSIDE SET BACKS ON FOOTER BEING INSTALLED MARIO RUSSO ALUMNUM INC.",,"T182673",
"03/08/2016","BPDK2016040048","Residential Pool Deck","723 NW SPRUCE RIDGE DR, STUART FL 34994-9535","DONE",,"Backyard pool deck covering approximately 965 sq. ft. constructed of brick pavers.",,"T179784",
"01/11/2016","BPDK2016010767","Residential Pool Deck","5476 SW LONGSPUR LN, PALM CITY FL 34990","DONE",,"replace existing pool deck patio currently brick pavers and patio stones form & pour 4"" thick 3000 PSI fibermesh concrete pation pool deck same footprint as existing pool deck",,"T177586",
"11/25/2015","BPDK2015120656","Residential Pool Deck","2690 NW COLLINS COVE RD, STUART FL 34994","DONE",,"swimmimg pool deck only",,"T176182",
"11/23/2015","BPDK2015120855","Residential Pool Deck","445 SW ST LUCIE ST, STUART FL 34997-7401","COND",,"PERMIT RENEWED 10-20-16 (6 MONTHS) remove existing patio slab partial pool deck area to reinstall as same contour repair to reconstruct erosion",,"T176075",
"10/02/2015","BPDK2015100519","Residential Pool Deck","7084 SE PIERRE CIR, STUART FL 34997","DONE",,"BRICK PAVER POOL DECK EXTENSION",,"T174086",
"09/21/2015","BPDK2015100429","Residential Pool Deck","2621 NE SEWALLS LANDING WAY, JENSEN BEACH FL 34957-6500","DONE",,"OVERLAY EXISTING CONCRETE POOL PATIO W/ 1' BRICK PAVERS.  ADDING APPROX. 20FT X 22 FT PATIO ADDITION (SEE SURVEY) USING BRICK PAVERS",,"T173640",
"09/10/2015","BPDK2015100298","Residential Pool Deck","3795 SW SAVOY DR, PALM CITY FL 34990-3856","DONE",,"POOL DECK ONLY REMOVAL OF EXISTING CONCRETE POOL DECK & INSTALLING SAND SET BRICK PAVERS",,"T173329",
"09/08/2015","BPDK2015120839","Residential Pool Deck","1480 SW SUNSET TRL, PALM CITY FL 34990-3347","DONE",,"wood deck around above ground swimming pool 35 ft x 25 ft deck",,"T173221",
